host_id,host_active_years,host_listings_count,host_response_rate_clean,host_acceptance_rate_clean,cluster
27201603,10.0,4,,0.94,
44611593,9.0,9,1.0,0.99,0.0
107520077,8.0,1,,0.67,
70114413,9.0,1,1.0,0.42,0.0
28975240,10.0,2,0.8,0.67,0.0
10069245,11.0,1,1.0,1.0,0.0
12178274,11.0,1,1.0,0.84,0.0
314994947,5.0,851,0.97,0.98,2.0
491276570,2.0,1,1.0,0.71,1.0
3663818,12.0,1,,,
487932040,2.0,1,1.0,1.0,1.0
654733070,0.0,4,,,
31857841,10.0,1,,1.0,
77035933,9.0,1,,0.5,
158937552,7.0,1,,,
26081843,10.0,1,1.0,0.45,0.0
34971637,10.0,1,1.0,0.93,0.0
411176768,3.0,1,0.0,0.0,3.0
19899138,10.0,1,1.0,0.0,0.0
150217475,7.0,2,1.0,1.0,0.0
59168208,9.0,1,1.0,0.95,0.0
210889220,6.0,1,1.0,1.0,1.0
490045822,2.0,1,1.0,1.0,1.0
51567288,9.0,171,1.0,0.99,2.0
397214109,4.0,1,,1.0,
7896628,11.0,1,,1.0,
487790815,2.0,1,,,
162276514,7.0,37,1.0,0.97,2.0
491288403,2.0,1,1.0,1.0,1.0
1465743,13.0,2,1.0,0.68,0.0
7478698,11.0,1,1.0,1.0,0.0
374955523,4.0,9,1.0,1.0,1.0
491283951,2.0,1,,,
12898477,11.0,1,,,
44611593,9.0,9,1.0,0.99,0.0
84102943,8.0,1,,,
394855942,4.0,1,1.0,0.5,1.0
33423228,10.0,1,1.0,0.88,0.0
51567288,9.0,171,1.0,0.99,2.0
51567288,9.0,171,1.0,0.99,2.0
2664032,13.0,2,1.0,0.73,0.0
51567288,9.0,171,1.0,0.99,2.0
38774769,9.0,1,1.0,1.0,0.0
490707417,2.0,3,1.0,1.0,1.0
490707417,2.0,3,1.0,1.0,1.0
17841880,10.0,1,,,
17791278,10.0,1,1.0,1.0,0.0
32850136,10.0,1,,,
57558419,9.0,1,,,
22563088,10.0,18,1.0,1.0,0.0
30055065,10.0,1,,,
59170156,9.0,1,0.89,1.0,0.0
2761263,12.0,5,1.0,0.92,0.0
8378355,11.0,1,,1.0,
80346567,8.0,1,1.0,0.78,0.0
37126116,9.0,1,1.0,1.0,0.0
20487091,10.0,2,1.0,0.98,0.0
389783046,4.0,1,1.0,0.87,1.0
491006246,2.0,1,1.0,1.0,1.0
475184533,2.0,5,0.25,0.0,3.0
490707417,2.0,3,1.0,1.0,1.0
478401754,2.0,21,1.0,1.0,1.0
79526052,8.0,1,1.0,1.0,0.0
5095227,12.0,18,1.0,1.0,0.0
478401754,2.0,21,1.0,1.0,1.0
252311722,6.0,1,1.0,0.32,0.0
55232646,9.0,1,1.0,0.99,0.0
213504933,6.0,1,1.0,0.96,1.0
62497340,9.0,1,0.0,0.0,3.0
403313530,4.0,1,0.2,0.03,3.0
475067612,2.0,6,1.0,1.0,1.0
443996692,3.0,1,1.0,0.13,1.0
5094634,12.0,1,1.0,0.8,0.0
124271797,8.0,1,,1.0,
143738920,7.0,1,,1.0,
107740981,8.0,2,0.97,0.97,0.0
314994947,5.0,851,0.97,0.98,2.0
162109730,7.0,1,1.0,1.0,0.0
92965013,8.0,6,0.88,0.97,0.0
271616493,5.0,1,,1.0,
1667931,13.0,1,1.0,1.0,0.0
77069717,9.0,2,1.0,0.83,0.0
36521519,9.0,1,1.0,0.16,0.0
656613870,0.0,167,1.0,1.0,2.0
107258302,8.0,4,1.0,0.92,0.0
107472521,8.0,7,1.0,0.97,0.0
210347301,6.0,1,,,
6202350,12.0,1,1.0,0.86,0.0
4574124,12.0,46,1.0,0.98,2.0
32224677,10.0,1,,1.0,
12791413,11.0,1,1.0,0.88,0.0
314994947,5.0,851,0.97,0.98,2.0
1586989,13.0,1,1.0,0.83,0.0
510652496,2.0,1,,,
656613870,0.0,167,1.0,1.0,2.0
127012263,8.0,1,,1.0,
33102365,10.0,1,0.78,0.31,0.0
20593366,10.0,1,1.0,1.0,0.0
436103373,3.0,193,1.0,1.0,2.0
1112584,13.0,167,0.95,0.79,2.0
374955523,4.0,9,1.0,1.0,1.0
4343663,12.0,1,,,
490841728,2.0,1,1.0,0.71,1.0
25838471,10.0,2,1.0,1.0,0.0
53257830,9.0,2,1.0,0.93,0.0
656613870,0.0,167,1.0,1.0,2.0
46189031,9.0,1,1.0,0.69,0.0
411864191,3.0,2,1.0,1.0,1.0
33889201,10.0,407,0.89,0.98,2.0
4467788,12.0,1,1.0,0.98,0.0
491523613,2.0,1,,,
416033937,3.0,1,1.0,1.0,1.0
2334187,13.0,1,0.5,0.0,3.0
247986095,6.0,1,1.0,0.49,0.0
54984423,9.0,1,1.0,0.93,0.0
1760819,13.0,1,1.0,0.85,0.0
18794069,10.0,1,,,
491388941,2.0,1,1.0,1.0,1.0
491390510,2.0,1,1.0,1.0,1.0
460047164,3.0,301,0.98,0.97,2.0
416840500,3.0,1,1.0,0.31,1.0
491416711,2.0,1,1.0,1.0,1.0
55679653,9.0,1,1.0,1.0,0.0
436103373,3.0,193,1.0,1.0,2.0
436103373,3.0,193,1.0,1.0,2.0
490480127,2.0,1,1.0,0.68,1.0
8019040,11.0,1,,,
67465207,9.0,1,0.67,0.28,3.0
36653652,9.0,1,,,
37707696,9.0,1,,,
72011638,9.0,1,,,
40318202,9.0,2,1.0,0.99,0.0
51567288,9.0,171,1.0,0.99,2.0
51508525,9.0,1,,,
9513459,11.0,2,1.0,1.0,0.0
465246715,2.0,15,0.92,0.97,1.0
22342643,10.0,1,,,
7107714,11.0,3,1.0,0.96,0.0
577507547,1.0,265,1.0,1.0,2.0
491652069,2.0,1,1.0,0.83,1.0
65440814,9.0,36,1.0,1.0,2.0
335998296,5.0,183,1.0,1.0,2.0
18997560,10.0,1,1.0,0.78,0.0
91962305,8.0,1,1.0,0.71,0.0
33432515,10.0,1,,0.14,
18143235,10.0,1,,0.0,
1544130,13.0,2,1.0,0.88,0.0
66154417,9.0,1,1.0,0.95,0.0
5072033,12.0,1,0.75,0.0,3.0
12472030,11.0,1,,0.25,
480166429,2.0,11,1.0,1.0,1.0
469085296,2.0,1,,,
42152632,9.0,1,,1.0,
5650324,12.0,1,0.75,0.6,0.0
491689860,2.0,1,1.0,1.0,1.0
416321746,3.0,1,1.0,0.93,1.0
469929207,2.0,14,1.0,0.42,1.0
2963047,12.0,9,1.0,1.0,0.0
330167958,5.0,3,1.0,1.0,1.0
59915865,9.0,27,1.0,0.99,2.0
489286628,2.0,1,1.0,1.0,1.0
4253873,12.0,1,,0.0,
5457081,12.0,1,,,
483054036,2.0,1,0.0,0.0,3.0
314994947,5.0,851,0.97,0.98,2.0
435564230,3.0,5,1.0,1.0,1.0
53462849,9.0,2,,1.0,
324959699,5.0,19,1.0,0.98,2.0
492145041,2.0,1,1.0,0.92,1.0
488865111,2.0,2,1.0,1.0,1.0
577507547,1.0,265,1.0,1.0,2.0
65440814,9.0,36,1.0,1.0,2.0
67190293,9.0,1,1.0,0.99,0.0
377738020,4.0,4,1.0,0.29,1.0
30337925,10.0,1,,0.67,
63525282,9.0,2,,1.0,
63892197,9.0,1,0.5,0.5,3.0
314994947,5.0,851,0.97,0.98,2.0
51567288,9.0,171,1.0,0.99,2.0
293768526,5.0,1,,,
26981054,10.0,32,0.8,0.97,2.0
26943364,10.0,2,1.0,0.71,0.0
491744442,2.0,1,1.0,1.0,1.0
557026524,1.0,6,1.0,0.99,1.0
399212296,4.0,1,,,
36886562,9.0,1,1.0,0.95,0.0
491862201,2.0,1,1.0,1.0,1.0
295725405,5.0,1,1.0,0.75,1.0
491872582,2.0,1,1.0,0.84,1.0
10237927,11.0,1,1.0,0.98,0.0
17498573,10.0,1,,,
78642119,8.0,1,,1.0,
208272259,6.0,1,1.0,0.95,1.0
656613870,0.0,167,1.0,1.0,2.0
237010620,6.0,1,,,
10275569,11.0,1,,,
10099546,11.0,1,1.0,0.91,0.0
492127863,2.0,1,1.0,1.0,1.0
9612432,11.0,18,1.0,0.86,0.0
355663919,4.0,1,1.0,0.89,1.0
361789833,4.0,1,1.0,1.0,1.0
50439901,9.0,2,,0.5,
71156336,9.0,1,1.0,0.85,0.0
492227123,2.0,1,,,
46003151,9.0,1,0.67,0.42,0.0
314994947,5.0,851,0.97,0.98,2.0
314994947,5.0,851,0.97,0.98,2.0
131794,15.0,1,1.0,0.99,0.0
314994947,5.0,851,0.97,0.98,2.0
492246529,2.0,2,1.0,1.0,1.0
473585232,2.0,1,,,
73153604,9.0,1,,1.0,
236976080,6.0,1,,1.0,
13593317,11.0,1,,1.0,
444141028,3.0,1,0.6,0.65,1.0
112062145,8.0,1,0.8,0.25,0.0
117110165,8.0,1,1.0,0.97,0.0
44043377,9.0,2,,,
491926398,2.0,1,1.0,0.99,1.0
34582427,10.0,7,1.0,0.81,0.0
29221818,10.0,1,1.0,1.0,0.0
199030121,6.0,1,1.0,0.91,1.0
6571887,12.0,1,1.0,1.0,0.0
117336493,8.0,1,,1.0,
34582427,10.0,7,1.0,0.81,0.0
428338033,3.0,6,1.0,1.0,1.0
724209,14.0,7,1.0,1.0,0.0
724209,14.0,7,1.0,1.0,0.0
113175933,8.0,1,1.0,1.0,0.0
119597369,8.0,1,,,
519533271,2.0,44,0.97,1.0,2.0
491978618,2.0,1,,,
66152313,9.0,8,0.92,0.94,0.0
67085199,9.0,1,,,
18125044,10.0,1,1.0,0.85,0.0
492258832,2.0,2,,1.0,
28883299,10.0,1,1.0,0.8,0.0
492271754,2.0,1,0.0,0.5,3.0
349173927,5.0,1,1.0,1.0,1.0
227131021,6.0,31,1.0,1.0,2.0
255186884,6.0,1,,,
16675285,11.0,1,0.9,0.91,0.0
192778263,7.0,2,0.6,0.75,0.0
11593703,11.0,50,1.0,0.99,2.0
11593703,11.0,50,1.0,0.99,2.0
335998296,5.0,183,1.0,1.0,2.0
492121567,2.0,1,1.0,0.89,1.0
375098995,4.0,13,1.0,1.0,1.0
16538865,11.0,1,,,
59915865,9.0,27,1.0,0.99,2.0
59915865,9.0,27,1.0,0.99,2.0
491987152,2.0,1,1.0,0.53,1.0
248695,14.0,2,,1.0,
36325815,9.0,1,1.0,1.0,0.0
24688894,10.0,1,,,
8024111,11.0,1,1.0,1.0,0.0
460047164,3.0,301,0.98,0.97,2.0
492010052,2.0,1,1.0,0.96,1.0
114981466,8.0,1,,,
51567288,9.0,171,1.0,0.99,2.0
51567288,9.0,171,1.0,0.99,2.0
12920909,11.0,2,1.0,,0.0
300301833,5.0,1,1.0,0.94,1.0
2189055,13.0,1,1.0,0.91,0.0
528015349,1.0,153,,,
29601822,10.0,1,,1.0,
492375923,2.0,1,,,
19307725,10.0,1,,0.0,
10175940,11.0,1,,,
489589422,2.0,115,1.0,1.0,2.0
314994947,5.0,851,0.97,0.98,2.0
314994947,5.0,851,0.97,0.98,2.0
314994947,5.0,851,0.97,0.98,2.0
37957535,9.0,1,1.0,0.92,0.0
492966221,2.0,3,1.0,1.0,1.0
18586834,10.0,3,,1.0,
35982619,10.0,1,1.0,0.93,0.0
314994947,5.0,851,0.97,0.98,2.0
314994947,5.0,851,0.97,0.98,2.0
18040919,10.0,1,0.6,0.45,3.0
7382094,11.0,1,,0.5,
16873607,11.0,1,1.0,0.43,0.0
14524616,11.0,2,1.0,1.0,0.0
492072813,2.0,1,1.0,1.0,1.0
90385882,8.0,1,1.0,,0.0
489589422,2.0,115,1.0,1.0,2.0
220213169,6.0,7,1.0,0.3,0.0
24620876,10.0,1,,,
41479926,9.0,1,1.0,1.0,0.0
335526,14.0,39,1.0,0.99,0.0
220213169,6.0,7,1.0,0.3,0.0
14716027,11.0,1,,,
524851930,1.0,135,0.99,1.0,2.0
489854604,2.0,1,1.0,0.81,1.0
375098995,4.0,13,1.0,1.0,1.0
18586834,10.0,3,,1.0,
375098995,4.0,13,1.0,1.0,1.0
50502817,9.0,134,1.0,0.97,2.0
375098995,4.0,13,1.0,1.0,1.0
15520427,11.0,1,,0.73,
457947896,3.0,1,,,
122958950,8.0,1,,1.0,
483570500,2.0,13,1.0,1.0,1.0
51796154,9.0,1,1.0,0.87,0.0
314994947,5.0,851,0.97,0.98,2.0
483570500,2.0,13,1.0,1.0,1.0
220213169,6.0,7,1.0,0.3,0.0
7646546,11.0,1,1.0,0.91,0.0
336826561,5.0,55,0.95,0.49,2.0
375098995,4.0,13,1.0,1.0,1.0
405643108,4.0,1,,,
206800962,6.0,10,1.0,0.87,1.0
38277581,9.0,1,1.0,0.77,0.0
429937,14.0,1,,,
489558363,2.0,2,1.0,1.0,1.0
59969373,9.0,1,,0.78,
17315929,10.0,12,0.2,0.0,3.0
33889201,10.0,407,0.89,0.98,2.0
33889201,10.0,407,0.89,0.98,2.0
314994947,5.0,851,0.97,0.98,2.0
454894878,3.0,2,1.0,1.0,1.0
493007428,2.0,1,,,
60328350,9.0,1,1.0,0.83,0.0
493046142,2.0,1,,1.0,
483302706,2.0,7,,,
344091312,5.0,1,1.0,0.89,1.0
497615406,2.0,1,,,
4936105,12.0,1,,,
36270300,9.0,1,1.0,0.89,0.0
436103373,3.0,193,1.0,1.0,2.0
314994947,5.0,851,0.97,0.98,2.0
314994947,5.0,851,0.97,0.98,2.0
314994947,5.0,851,0.97,0.98,2.0
138212215,7.0,2,0.9,0.6,0.0
34377735,10.0,1,,0.75,
492490322,2.0,1,,0.78,
492481660,2.0,1,1.0,1.0,1.0
300765938,5.0,71,0.95,0.76,2.0
336002789,5.0,2,1.0,0.99,1.0
83272835,8.0,1,,1.0,
50502817,9.0,134,1.0,0.97,2.0
656613870,0.0,167,1.0,1.0,2.0
488951585,2.0,3,,,
493128522,2.0,1,,,
11112459,11.0,1,1.0,0.95,0.0
593333778,0.0,172,1.0,1.0,2.0
488951585,2.0,3,,,
314994947,5.0,851,0.97,0.98,2.0
314994947,5.0,851,0.97,0.98,2.0
489010956,2.0,46,,,
366931369,4.0,1,,1.0,
2777557,12.0,1,,0.71,
95474134,8.0,1,1.0,1.0,0.0
83316034,8.0,1,1.0,0.98,0.0
27143821,10.0,1,,1.0,
7180415,11.0,1,,,
5107923,12.0,1,0.9,0.9,0.0
50451986,9.0,1,1.0,0.89,0.0
177833463,7.0,1,,,
489589422,2.0,115,1.0,1.0,2.0
492502025,2.0,1,,,
452255109,3.0,1,,,
10617620,11.0,1,1.0,0.77,0.0
143115797,7.0,1,1.0,1.0,0.0
169335401,7.0,1,1.0,0.27,0.0
524851930,1.0,135,0.99,1.0,2.0
66479686,9.0,3,1.0,0.74,0.0
16377129,11.0,1,,0.83,
7893274,11.0,1,,1.0,
25249490,10.0,1,1.0,0.94,0.0
24928059,10.0,1,1.0,0.93,0.0
386368248,4.0,1,1.0,0.89,1.0
4628126,12.0,7,1.0,0.98,0.0
18963510,10.0,1,1.0,0.3,0.0
28334689,10.0,1,,,
493647268,2.0,2,1.0,1.0,1.0
81473421,8.0,1,1.0,0.73,0.0
368340892,4.0,1,,,
396602855,4.0,1,0.5,0.85,1.0
45642704,9.0,1,1.0,0.8,0.0
27059491,10.0,1,,0.5,
1503610,13.0,1,,,
492582984,2.0,1,1.0,1.0,1.0
3378544,12.0,1,1.0,0.81,0.0
57791370,9.0,1,,1.0,
21794266,10.0,1,1.0,0.67,0.0
288131017,5.0,1,1.0,1.0,1.0
7414000,11.0,2,1.0,0.97,0.0
103510756,8.0,1,,,
451648143,3.0,1,0.0,0.0,3.0
492686204,2.0,1,1.0,1.0,1.0
492692143,2.0,1,1.0,0.97,1.0
524851930,1.0,135,0.99,1.0,2.0
26981054,10.0,32,0.8,0.97,2.0
493167969,2.0,1,1.0,1.0,1.0
492746740,2.0,3,1.0,1.0,1.0
492242466,2.0,1,1.0,0.97,1.0
178395587,7.0,1,1.0,0.0,0.0
168097242,7.0,1,0.8,1.0,0.0
593333778,0.0,172,1.0,1.0,2.0
81887431,8.0,4,1.0,0.94,0.0
7990926,11.0,1,,,
492814429,2.0,1,,,
26981054,10.0,32,0.8,0.97,2.0
493715390,2.0,1,,0.9,
315467286,5.0,1,,1.0,
35653197,10.0,1,,0.5,
3007418,12.0,1,,,
493730379,2.0,1,1.0,0.96,1.0
493733292,2.0,1,0.9,0.88,1.0
2274235,13.0,1,0.92,0.47,0.0
493770106,2.0,1,,,
35905097,10.0,1,1.0,0.63,0.0
484353398,2.0,1,1.0,1.0,1.0
59372953,9.0,9,0.92,0.98,0.0
154881611,7.0,1,,,
138580090,7.0,5,1.0,0.62,0.0
29992308,10.0,1,1.0,1.0,0.0
26591929,10.0,1,0.75,0.42,0.0
1026531,13.0,12,0.9,0.93,0.0
493261586,2.0,1,1.0,1.0,1.0
493784025,2.0,1,0.83,1.0,1.0
7178965,11.0,50,1.0,0.71,2.0
32728248,10.0,1,,,
7178965,11.0,50,1.0,0.71,2.0
10248664,11.0,46,1.0,0.98,2.0
493840041,2.0,1,1.0,1.0,1.0
17759590,10.0,1,,1.0,
314994947,5.0,851,0.97,0.98,2.0
492843433,2.0,1,1.0,0.88,1.0
593333778,0.0,172,1.0,1.0,2.0
492841954,2.0,1,0.94,0.88,1.0
363894965,4.0,1,,0.5,
541345424,1.0,163,1.0,0.99,2.0
314994947,5.0,851,0.97,0.98,2.0
149829190,7.0,1,,,
33341882,10.0,1,1.0,0.77,0.0
413617432,3.0,1,1.0,1.0,1.0
491310447,2.0,1,0.0,0.0,3.0
12465460,11.0,1,1.0,0.96,0.0
185203641,7.0,1,1.0,0.82,0.0
314994947,5.0,851,0.97,0.98,2.0
44611593,9.0,9,1.0,0.99,0.0
268972781,6.0,1,,0.0,
318620,14.0,1,1.0,0.97,0.0
377638623,4.0,1,,,
137450247,7.0,2,1.0,0.98,0.0
494264299,2.0,1,1.0,1.0,1.0
494281733,2.0,1,,,
494255309,2.0,1,1.0,0.93,1.0
448405235,3.0,101,,,
475449731,2.0,1,,,
13819445,11.0,1,1.0,0.73,0.0
493314158,2.0,1,,0.56,
493310866,2.0,4,1.0,0.99,1.0
73522249,9.0,1,,,
310234716,5.0,1,,,
493871695,2.0,1,0.95,0.99,1.0
482853425,2.0,1,,,
470137014,2.0,2,1.0,1.0,1.0
37040182,9.0,6,1.0,0.99,0.0
186237280,7.0,1,1.0,1.0,0.0
115432480,8.0,1,,0.67,
3282294,12.0,2,1.0,1.0,0.0
519775293,2.0,115,1.0,1.0,2.0
117261122,8.0,1,1.0,0.86,0.0
54299138,9.0,1,1.0,0.67,0.0
493341200,2.0,1,,1.0,
7310310,11.0,1,1.0,0.88,0.0
10248664,11.0,46,1.0,0.98,2.0
71211677,9.0,15,1.0,0.99,0.0
5318624,12.0,2,1.0,0.97,0.0
7178965,11.0,50,1.0,0.71,2.0
30147378,10.0,1,1.0,0.97,0.0
447032533,3.0,9,1.0,1.0,1.0
493857785,2.0,1,,,
84127337,8.0,1,,0.9,
82894428,8.0,1,0.86,0.53,0.0
314994947,5.0,851,0.97,0.98,2.0
494342735,2.0,1,,,
69807073,9.0,1,1.0,1.0,0.0
18277381,10.0,1,,0.67,
494418794,2.0,1,1.0,0.83,1.0
335998296,5.0,183,1.0,1.0,2.0
460047164,3.0,301,0.98,0.97,2.0
314994947,5.0,851,0.97,0.98,2.0
314994947,5.0,851,0.97,0.98,2.0
493363465,2.0,1,1.0,0.86,1.0
26479964,10.0,1,1.0,0.98,0.0
88517486,8.0,1,,1.0,
77087479,9.0,2,1.0,0.82,0.0
314994947,5.0,851,0.97,0.98,2.0
314994947,5.0,851,0.97,0.98,2.0
489589422,2.0,115,1.0,1.0,2.0
88111978,8.0,3,1.0,0.72,0.0
17732954,10.0,1,,0.8,
11593703,11.0,50,1.0,0.99,2.0
435564230,3.0,5,1.0,1.0,1.0
432613625,3.0,25,1.0,0.91,1.0
144789188,7.0,2,,,
491561197,2.0,2,1.0,1.0,1.0
13053228,11.0,1,1.0,1.0,0.0
494067345,2.0,1,0.67,0.86,1.0
494052647,2.0,1,1.0,0.94,1.0
58150,15.0,61,1.0,0.97,2.0
491161779,2.0,1,1.0,0.98,1.0
52641193,9.0,1,,1.0,
34978351,10.0,1,,,
156775524,7.0,113,1.0,0.99,2.0
156775524,7.0,113,1.0,0.99,2.0
31392539,10.0,1,1.0,1.0,0.0
320608112,5.0,30,1.0,0.98,2.0
7976701,11.0,1,,0.57,
11593703,11.0,50,1.0,0.99,2.0
220213169,6.0,7,1.0,0.3,0.0
331139087,5.0,1,,1.0,
494446214,2.0,1,,0.0,
438168097,3.0,1,1.0,0.5,1.0
494256822,2.0,2,1.0,0.88,1.0
65440814,9.0,36,1.0,1.0,2.0
490413127,2.0,1,1.0,0.88,1.0
432167475,3.0,1,1.0,0.98,1.0
496378886,2.0,24,,,
457620337,3.0,1,1.0,0.91,1.0
293678559,5.0,7,0.91,0.99,1.0
401424444,4.0,1,,,
32951092,10.0,2,1.0,0.44,0.0
52824082,9.0,1,,,
26414971,10.0,1,0.5,0.0,3.0
494128803,2.0,1,1.0,0.83,1.0
232326599,6.0,1,1.0,0.33,0.0
78093926,9.0,1,,,
493448179,2.0,2,1.0,0.87,1.0
42510944,9.0,1,1.0,1.0,0.0
33881883,10.0,1,1.0,0.58,0.0
129359554,8.0,1,1.0,0.85,0.0
134361201,8.0,1,1.0,0.5,0.0
3421007,12.0,72,1.0,0.99,2.0
77069717,9.0,2,1.0,0.83,0.0
65440814,9.0,36,1.0,1.0,2.0
12078154,11.0,1,1.0,1.0,0.0
73001999,9.0,1,,1.0,
219267440,6.0,21,1.0,1.0,2.0
429876116,3.0,1,,,
37427089,9.0,2,1.0,1.0,0.0
27007737,10.0,1,1.0,0.4,0.0
14531224,10.0,1,0.0,0.0,3.0
56798375,9.0,1,0.14,0.04,3.0
494226444,2.0,1,1.0,0.31,1.0
494228923,2.0,1,1.0,0.0,1.0
16174166,11.0,1,,,
494236185,2.0,1,1.0,1.0,1.0
442322180,3.0,1,,,
469505662,2.0,1,1.0,0.78,1.0
60593273,9.0,1,1.0,0.76,0.0
13643633,11.0,3,1.0,1.0,0.0
494957697,2.0,2,1.0,0.92,1.0
200847895,6.0,1,1.0,1.0,1.0
18620398,,1,,,
144624365,7.0,1,1.0,,0.0
489589422,2.0,115,1.0,1.0,2.0
123337,15.0,3,1.0,0.78,0.0
489589422,2.0,115,1.0,1.0,2.0
3524539,12.0,22,1.0,1.0,0.0
7714194,11.0,1,,1.0,
190346767,7.0,2,1.0,0.75,0.0
3758980,12.0,52,1.0,0.83,2.0
57484261,9.0,1,,,
37606293,9.0,1,1.0,0.92,0.0
39945523,9.0,1,1.0,0.63,0.0
489964484,2.0,117,1.0,0.96,2.0
593333778,0.0,172,1.0,1.0,2.0
105924144,8.0,1,1.0,0.96,0.0
541345424,1.0,163,1.0,0.99,2.0
50502817,9.0,134,1.0,0.97,2.0
13925306,11.0,1,1.0,0.74,0.0
66362328,9.0,1,1.0,0.23,0.0
234058882,6.0,1,1.0,1.0,1.0
136941723,7.0,1,,0.7,
495010518,2.0,1,,,
154989389,7.0,1,,,
487152007,2.0,2,1.0,1.0,1.0
81870022,8.0,1,,1.0,
494524911,2.0,3,1.0,1.0,1.0
436103373,3.0,193,1.0,1.0,2.0
519775293,2.0,115,1.0,1.0,2.0
494620679,2.0,1,1.0,1.0,1.0
5772583,12.0,1,1.0,0.91,0.0
26242818,10.0,1,1.0,1.0,0.0
28572672,10.0,1,1.0,0.77,0.0
494641042,2.0,1,1.0,0.67,1.0
26629604,10.0,1,0.75,0.0,3.0
459701814,3.0,18,0.95,1.0,1.0
30519669,10.0,2,,1.0,
36239159,10.0,2,0.92,0.95,0.0
1875016,13.0,1,,1.0,
96423392,8.0,1,1.0,0.0,0.0
489589422,2.0,115,1.0,1.0,2.0
495530445,2.0,1,,1.0,
36239159,10.0,2,0.92,0.95,0.0
227693540,6.0,1,1.0,1.0,1.0
455065965,3.0,6,0.88,0.99,1.0
6535895,12.0,1,1.0,0.7,0.0
62978832,9.0,1,,1.0,
427075488,3.0,2,1.0,0.81,1.0
28723919,10.0,1,1.0,1.0,0.0
3421007,12.0,72,1.0,0.99,2.0
44768112,9.0,1,1.0,1.0,0.0
419992064,3.0,1,1.0,0.89,1.0
39096298,9.0,1,,0.67,
5075378,12.0,1,1.0,0.86,0.0
247404590,6.0,1,,,
273637407,5.0,1,0.0,,2.0
48340056,9.0,7,1.0,1.0,0.0
84211318,8.0,1,1.0,0.98,0.0
16342234,11.0,4,0.85,0.64,0.0
357291965,4.0,1,1.0,1.0,1.0
145226983,7.0,1,1.0,0.83,0.0
239820678,6.0,1,1.0,0.95,1.0
30897776,10.0,1,1.0,0.8,0.0
190960167,7.0,1,,1.0,
17357996,10.0,1,,0.5,
65440814,9.0,36,1.0,1.0,2.0
193261091,7.0,3,1.0,0.98,0.0
33518883,10.0,2,1.0,0.0,0.0
1203269,13.0,1,0.8,0.2,0.0
744289,13.0,1,,,
52227539,9.0,1,,,
314994947,5.0,851,0.97,0.98,2.0
495117096,2.0,1,,1.0,
314435698,5.0,11,0.99,0.99,1.0
293616116,5.0,1,1.0,0.91,1.0
84236329,8.0,1,,,
21630783,10.0,100,0.88,0.3,2.0
47375228,9.0,1,1.0,0.87,0.0
127832190,8.0,1,,,
19791268,10.0,1,,,
494784880,2.0,1,1.0,1.0,1.0
9885128,11.0,1,1.0,1.0,0.0
12839374,11.0,1,,,
222276083,6.0,1,1.0,1.0,1.0
239721265,6.0,1,1.0,0.29,0.0
434879926,3.0,1,1.0,1.0,1.0
199249567,6.0,1,1.0,0.99,1.0
332940467,5.0,1,1.0,1.0,1.0
1187765,13.0,2,0.8,0.71,0.0
496378886,2.0,24,,,
421975,14.0,1,1.0,0.5,0.0
19636334,6.0,1,1.0,0.55,0.0
314994947,5.0,851,0.97,0.98,2.0
460047164,3.0,301,0.98,0.97,2.0
3758980,12.0,52,1.0,0.83,2.0
593333778,0.0,172,1.0,1.0,2.0
6190563,12.0,2,1.0,0.85,0.0
495122696,2.0,1,1.0,1.0,1.0
31261352,10.0,1,1.0,1.0,0.0
66546262,9.0,1,1.0,0.97,0.0
133562595,8.0,2,1.0,1.0,0.0
64923956,9.0,1,,,
436103373,3.0,193,1.0,1.0,2.0
491689352,2.0,1,,,
475067612,2.0,6,1.0,1.0,1.0
489419848,2.0,8,1.0,1.0,1.0
541345424,1.0,163,1.0,0.99,2.0
460047164,3.0,301,0.98,0.97,2.0
495687079,2.0,1,1.0,1.0,1.0
460047164,3.0,301,0.98,0.97,2.0
494937074,2.0,1,1.0,0.92,1.0
457146659,3.0,30,0.99,1.0,2.0
2227716,13.0,1,1.0,1.0,0.0
13690363,11.0,1,1.0,0.77,0.0
457866419,3.0,1,1.0,0.67,1.0
340232461,5.0,1,,1.0,
32550088,10.0,1,1.0,0.98,0.0
49926786,9.0,1,0.75,0.67,0.0
304990392,5.0,1,1.0,1.0,1.0
494945270,2.0,1,1.0,0.96,1.0
345838389,5.0,6,0.96,0.97,1.0
485538843,2.0,1,1.0,1.0,1.0
491571066,2.0,5,1.0,1.0,1.0
656613870,0.0,167,1.0,1.0,2.0
460047164,3.0,301,0.98,0.97,2.0
335998296,5.0,183,1.0,1.0,2.0
28313443,10.0,130,1.0,1.0,2.0
495691035,2.0,1,1.0,0.86,1.0
473978354,2.0,1,,1.0,
321221902,5.0,1,,,
3379488,12.0,1,1.0,0.38,0.0
36772317,9.0,1,1.0,1.0,0.0
27607848,10.0,1,,,
106361209,8.0,1,1.0,1.0,0.0
9798566,11.0,1,1.0,1.0,0.0
496156216,2.0,1,,,
35792661,10.0,1,1.0,0.5,0.0
51567288,9.0,171,1.0,0.99,2.0
51567288,9.0,171,1.0,0.99,2.0
1289616,13.0,1,,,
124363360,8.0,1,,,
87669905,8.0,2,1.0,1.0,0.0
176564027,7.0,1,1.0,1.0,0.0
