host_id,host_active_years,host_listings_count,host_response_rate_clean,host_acceptance_rate_clean,cluster
119401174,8.0,1,,,
2492884,13.0,1,1.0,0.66,0.0
74739083,9.0,1,,,
33889201,10.0,407,0.89,0.98,2.0
33289516,10.0,1,,,
44154085,9.0,1,,,
5509204,7.0,1,,1.0,
225866993,6.0,1,1.0,0.92,1.0
105250114,8.0,1,,,
7845180,11.0,1,1.0,0.99,0.0
69623231,9.0,1,,,
224933063,6.0,1,1.0,0.98,1.0
496378886,2.0,24,,,
163132965,7.0,4,1.0,1.0,0.0
59915865,9.0,27,1.0,0.99,2.0
178434041,7.0,1,,1.0,
13382517,11.0,1,,0.0,
22583692,10.0,2,1.0,1.0,0.0
3938669,12.0,1,,0.0,
7448255,11.0,1,1.0,0.75,0.0
7692242,11.0,1,1.0,1.0,0.0
18213480,10.0,1,,,
23529557,10.0,2,1.0,0.85,0.0
473322549,2.0,18,1.0,1.0,1.0
24571687,10.0,1,1.0,0.0,0.0
42912499,9.0,2,,,
225201334,6.0,1,,,
223850190,6.0,1,1.0,0.92,1.0
59915865,9.0,27,1.0,0.99,2.0
16893954,11.0,1,1.0,0.64,0.0
28223457,10.0,1,,,
226062329,6.0,1,,,
15777837,11.0,1,1.0,0.99,0.0
226595878,6.0,2,,,
54334359,9.0,1,,,
226631398,6.0,1,,0.0,
19947558,10.0,1,,,
168286955,7.0,1,1.0,0.6,0.0
21630783,10.0,100,0.88,0.3,2.0
1380226,13.0,1,1.0,0.17,0.0
138392300,7.0,1,,1.0,
121799346,8.0,1,,,
33440726,10.0,1,,,
226334532,6.0,1,,,
12509864,11.0,1,1.0,0.4,0.0
22012076,10.0,2,1.0,1.0,0.0
226661024,6.0,1,1.0,0.88,1.0
64352,15.0,1,,,
227965613,6.0,1,,1.0,
77037010,9.0,1,,,
95687252,8.0,1,,,
226654111,6.0,3,1.0,1.0,1.0
224541155,6.0,6,1.0,1.0,1.0
70043506,9.0,1,1.0,1.0,0.0
38833648,9.0,3,1.0,1.0,0.0
228031134,6.0,1,,,
19726194,10.0,3,,,
12481596,11.0,1,,,
113526436,8.0,4,1.0,1.0,0.0
113526436,8.0,4,1.0,1.0,0.0
147018685,7.0,88,0.97,0.98,2.0
7419672,11.0,1,1.0,1.0,0.0
59172932,9.0,1,,,
39922876,9.0,1,,,
226354308,6.0,1,,,
226355024,6.0,1,,,
98028396,8.0,1,,,
226363960,6.0,1,,1.0,
38740285,9.0,1,,,
195371235,7.0,6,,,
120332329,8.0,2,1.0,0.94,0.0
164172030,7.0,2,,,
68794235,9.0,1,0.0,0.0,3.0
42181197,9.0,1,,,
22564220,10.0,1,1.0,0.71,0.0
15114600,11.0,1,,1.0,
5504575,12.0,1,,,
335526554,5.0,1,,,
47630047,9.0,1,,,
23450443,10.0,1,,,
31746474,10.0,1,1.0,1.0,0.0
223153272,6.0,6,0.93,1.0,1.0
223153272,6.0,6,0.93,1.0,1.0
195371235,7.0,6,,,
195371235,7.0,6,,,
195371235,7.0,6,,,
195371235,7.0,6,,,
195371235,7.0,6,,,
58008518,9.0,1,,0.9,
56319857,9.0,1,1.0,0.83,0.0
541345424,1.0,163,1.0,0.99,2.0
95389398,8.0,64,1.0,1.0,2.0
77769560,9.0,1,,,
50537748,9.0,1,,,
806549,13.0,1,1.0,1.0,0.0
114458342,8.0,1,1.0,,0.0
227104772,6.0,3,0.5,0.91,1.0
226502972,6.0,2,1.0,1.0,1.0
5998583,12.0,1,0.9,0.63,0.0
224213323,6.0,1,,,
45571521,9.0,1,,,
229105352,6.0,1,,,
12978880,11.0,1,,,
229054846,6.0,1,,,
223153272,6.0,6,0.93,1.0,1.0
228237587,6.0,2,1.0,0.95,1.0
2855696,12.0,1,1.0,0.99,0.0
4365837,12.0,1,1.0,0.39,0.0
70791107,9.0,1,1.0,1.0,0.0
19487088,10.0,1,,0.81,
228282543,6.0,18,1.0,0.82,2.0
442054149,3.0,37,,1.0,
524851930,1.0,135,0.99,1.0,2.0
21630783,10.0,100,0.88,0.3,2.0
204921006,6.0,1,1.0,1.0,1.0
68273239,9.0,1,0.9,0.37,0.0
224756723,6.0,2,1.0,1.0,1.0
49431519,9.0,1,,,
228354452,6.0,3,1.0,1.0,1.0
14534263,11.0,1,,,
12691080,11.0,6,1.0,0.59,0.0
81675035,8.0,1,1.0,1.0,0.0
48511475,9.0,1,1.0,0.88,0.0
225533487,6.0,1,1.0,1.0,1.0
21630783,10.0,100,0.88,0.3,2.0
1359593,13.0,1,,1.0,
6184978,12.0,1,,,
229238053,6.0,1,,1.0,
7999670,11.0,1,0.2,0.28,3.0
155085100,7.0,1,,,
44447724,9.0,1,1.0,1.0,0.0
41704142,9.0,2,1.0,0.88,0.0
15641850,9.0,1,1.0,1.0,0.0
34996976,10.0,1,1.0,0.67,0.0
10863658,11.0,1,,,
13458361,11.0,1,,,
577507547,1.0,265,1.0,1.0,2.0
97503511,8.0,1,1.0,0.58,0.0
228349061,6.0,1,1.0,0.9,1.0
227104772,6.0,3,0.5,0.91,1.0
227104772,6.0,3,0.5,0.91,1.0
70390353,9.0,1,1.0,1.0,0.0
41887779,9.0,1,,,
211190198,6.0,1,,,
228658801,6.0,1,1.0,1.0,1.0
228669846,6.0,1,,,
10100283,11.0,1,1.0,0.92,0.0
18073421,10.0,1,1.0,0.75,0.0
22336673,10.0,1,1.0,0.97,0.0
33930046,10.0,2,,1.0,
229284809,6.0,1,,,
229120477,6.0,1,,0.6,
27032477,10.0,1,1.0,0.0,0.0
7889207,11.0,1,,1.0,
23304225,10.0,1,1.0,0.3,0.0
229391281,6.0,1,,,
226017637,6.0,6,1.0,1.0,1.0
226017637,6.0,6,1.0,1.0,1.0
227427124,6.0,1,1.0,0.75,0.0
3192774,12.0,1,,,
335526,14.0,39,1.0,0.99,0.0
12691080,11.0,6,1.0,0.59,0.0
78330502,9.0,1,1.0,1.0,0.0
226017637,6.0,6,1.0,1.0,1.0
226017637,6.0,6,1.0,1.0,1.0
6711227,12.0,1,1.0,0.73,0.0
122522505,8.0,33,1.0,0.97,2.0
229449232,6.0,1,1.0,0.98,1.0
1140793,13.0,2,0.9,0.75,0.0
3424565,12.0,1,,,
5312856,12.0,1,1.0,,0.0
16978066,11.0,1,0.0,0.67,3.0
14658071,11.0,1,,,
7380413,11.0,1,,,
228703900,6.0,1,1.0,0.99,1.0
19055136,10.0,2,1.0,1.0,0.0
11703288,11.0,1,,1.0,
221517245,6.0,3,1.0,0.93,1.0
13472320,9.0,1,1.0,0.5,0.0
227609902,6.0,1,,,
44008042,9.0,2,0.6,1.0,0.0
227620475,6.0,1,1.0,0.78,0.0
224541155,6.0,6,1.0,1.0,1.0
224541155,6.0,6,1.0,1.0,1.0
224541155,6.0,6,1.0,1.0,1.0
224541155,6.0,6,1.0,1.0,1.0
224541155,6.0,6,1.0,1.0,1.0
81234404,8.0,10,1.0,0.96,0.0
227645590,6.0,1,,,
227648630,6.0,1,,,
23372553,10.0,1,,,
200092901,6.0,1,,,
228866004,6.0,4,1.0,1.0,1.0
19856049,10.0,1,,,
24401783,10.0,1,,0.3,
4788204,12.0,5,1.0,0.98,0.0
7938389,11.0,1,0.6,0.6,0.0
188481539,7.0,1,,,
4146465,12.0,1,,,
229669827,6.0,1,,,
64323561,9.0,1,0.5,0.0,3.0
18127121,10.0,1,1.0,1.0,0.0
45505242,9.0,2,1.0,1.0,0.0
13537223,11.0,1,1.0,0.93,0.0
19464966,10.0,1,1.0,0.84,0.0
17060543,10.0,1,1.0,1.0,0.0
229704275,6.0,1,1.0,0.91,1.0
78273874,9.0,1,,1.0,
26804499,10.0,1,,,
132039798,8.0,1,,,
6331522,12.0,1,0.33,0.36,3.0
25129374,10.0,1,1.0,0.46,0.0
34431650,10.0,1,1.0,0.97,0.0
34419227,10.0,1,1.0,0.67,0.0
402191311,4.0,66,,,
4134300,12.0,1,1.0,0.81,0.0
229029803,6.0,1,,,
194034348,7.0,1,,,
24370018,10.0,1,,,
162295376,7.0,1,1.0,0.77,0.0
98593360,8.0,1,,0.99,
7607437,11.0,1,1.0,0.83,0.0
7642792,11.0,136,0.98,0.96,2.0
204213697,6.0,1,,,
33889201,10.0,407,0.89,0.98,2.0
187999293,7.0,1,,,
14848395,11.0,1,,0.75,
17188078,10.0,1,0.9,1.0,0.0
29840258,10.0,1,,1.0,
1282076,13.0,2,1.0,1.0,0.0
91490215,8.0,1,,,
226654111,6.0,3,1.0,1.0,1.0
226654111,6.0,3,1.0,1.0,1.0
11844394,11.0,1,1.0,0.61,0.0
30861725,10.0,1,0.91,0.44,0.0
2856369,12.0,1,,,
46945415,9.0,1,,,
17753424,10.0,1,1.0,0.92,0.0
5628546,12.0,2,1.0,0.93,0.0
151940902,7.0,1,,,
57615577,9.0,1,,1.0,
218856527,6.0,1,1.0,0.84,0.0
100861407,8.0,1,1.0,0.9,0.0
27782472,10.0,1,,,
200567149,6.0,1,0.0,0.94,3.0
7620157,11.0,1,,,
46100747,9.0,1,,1.0,
2112141,13.0,1,1.0,0.75,0.0
229554606,6.0,3,,,
229554606,6.0,3,,,
229554606,6.0,3,,,
173466225,7.0,1,,,
23207741,10.0,1,0.33,0.53,3.0
5646797,12.0,1,,,
6693855,12.0,7,,,
230186099,6.0,1,1.0,0.26,0.0
230189655,6.0,1,1.0,0.0,0.0
15749803,11.0,1,,,
3175643,12.0,1,,,
88196882,8.0,1,,,
23016884,10.0,1,0.5,0.83,0.0
23524873,10.0,13,1.0,0.99,0.0
11080723,11.0,1,,1.0,
229553121,6.0,6,0.0,1.0,3.0
229553121,6.0,6,0.0,1.0,3.0
229553121,6.0,6,0.0,1.0,3.0
229553121,6.0,6,0.0,1.0,3.0
229553121,6.0,6,0.0,1.0,3.0
229553121,6.0,6,0.0,1.0,3.0
6424035,12.0,1,,,
133891144,8.0,1,1.0,1.0,0.0
1322370,13.0,24,1.0,0.99,0.0
230333612,6.0,2,1.0,1.0,1.0
230131052,6.0,1,1.0,0.85,1.0
143885289,7.0,1,,,
230336667,6.0,2,1.0,1.0,1.0
152242,14.0,75,0.99,0.42,0.0
4927817,6.0,1,,,
87242375,8.0,18,1.0,0.98,2.0
7608379,11.0,35,0.83,1.0,2.0
230008351,6.0,1,1.0,0.97,1.0
230020811,6.0,1,1.0,1.0,1.0
38434348,9.0,1,1.0,0.89,0.0
61055346,9.0,1,,,
5143218,12.0,1,1.0,0.73,0.0
6692660,12.0,1,1.0,0.55,0.0
149280355,7.0,1,1.0,1.0,0.0
231455870,6.0,1,0.5,0.17,3.0
231396389,6.0,1,,,
229994275,6.0,1,,,
33820682,10.0,1,1.0,0.5,0.0
17729029,10.0,1,1.0,0.5,0.0
20229799,10.0,1,,1.0,
108566034,8.0,1,1.0,0.0,0.0
230458490,6.0,9,1.0,1.0,1.0
230464431,6.0,2,1.0,1.0,1.0
230349824,6.0,1,1.0,0.96,1.0
7418211,11.0,1,1.0,1.0,0.0
231547874,6.0,1,0.93,0.67,0.0
21028783,10.0,2,1.0,0.98,0.0
23327190,10.0,2,,0.88,
33907804,10.0,1,,,
4788204,12.0,5,1.0,0.98,0.0
152007181,7.0,2,,,
230616374,6.0,1,,,
204676056,6.0,19,1.0,1.0,2.0
218568114,6.0,3,,1.0,
218568114,6.0,3,,1.0,
218568114,6.0,3,,1.0,
159328419,7.0,2,,,
19105,16.0,1,0.8,0.33,0.0
110402903,8.0,21,1.0,0.99,2.0
110402903,8.0,21,1.0,0.99,2.0
233330277,6.0,2,1.0,0.4,0.0
141172620,7.0,1,,,
30056362,10.0,1,,,
54382768,9.0,1,,1.0,
233541393,6.0,1,,,
233599554,6.0,1,1.0,0.9,1.0
222375907,6.0,68,1.0,1.0,2.0
476183500,2.0,25,1.0,1.0,1.0
231644964,6.0,2,,,
231661624,6.0,1,1.0,1.0,1.0
2860288,12.0,1,1.0,0.71,0.0
204676056,6.0,19,1.0,1.0,2.0
230635467,6.0,1,1.0,0.33,0.0
7608379,11.0,35,0.83,1.0,2.0
230648990,6.0,1,,1.0,
230166984,6.0,1,1.0,0.67,0.0
44525014,9.0,7,1.0,0.95,0.0
230665058,6.0,1,,0.88,
230647910,6.0,1,,0.95,
5171311,12.0,1,1.0,1.0,0.0
233630103,6.0,1,1.0,0.99,1.0
233676121,6.0,1,,,
6528133,12.0,1,1.0,1.0,0.0
28904303,10.0,2,,,
231684648,6.0,1,1.0,,3.0
17362709,10.0,1,1.0,0.77,0.0
231782488,6.0,10,1.0,1.0,1.0
231820626,6.0,2,1.0,1.0,1.0
64279912,9.0,1,,,
59915865,9.0,27,1.0,0.99,2.0
28756811,10.0,1,1.0,0.33,0.0
83032973,8.0,1,1.0,0.75,0.0
89648981,8.0,1,,,
6930514,12.0,1,1.0,1.0,0.0
3758980,12.0,52,1.0,0.83,2.0
6693855,12.0,7,,,
9239801,11.0,1,,,
15933343,11.0,1,,,
38761566,9.0,1,,,
233796039,6.0,1,,,
70288974,9.0,1,,,
233839406,6.0,1,,,
233877155,6.0,1,,,
20073379,10.0,45,1.0,0.67,2.0
17394000,10.0,1,,,
26648450,10.0,1,0.8,0.8,0.0
234023901,6.0,1,1.0,0.97,1.0
53068637,9.0,1,,,
128426084,8.0,1,1.0,1.0,0.0
13197614,8.0,3,1.0,0.74,0.0
231966524,6.0,1,1.0,1.0,1.0
6832075,12.0,1,1.0,0.95,0.0
4779527,12.0,1,,,
222375907,6.0,68,1.0,1.0,2.0
230799407,6.0,1,,,
97015578,8.0,1,,0.33,
216025369,6.0,1,,,
22111662,10.0,1,,1.0,
9732347,11.0,1,,,
4435445,12.0,1,,,
84627590,8.0,27,1.0,0.99,2.0
150622040,7.0,1,,,
57703584,9.0,1,1.0,1.0,0.0
14397331,11.0,1,,,
14798257,11.0,1,,,
22227869,10.0,1,1.0,0.92,0.0
234273170,6.0,1,1.0,1.0,1.0
229540193,6.0,4,0.88,1.0,1.0
229540193,6.0,4,0.88,1.0,1.0
229540193,6.0,4,0.88,1.0,1.0
6344060,12.0,1,0.86,0.25,0.0
29118588,10.0,1,1.0,1.0,0.0
231782488,6.0,10,1.0,1.0,1.0
231782488,6.0,10,1.0,1.0,1.0
43843102,9.0,1,1.0,0.97,0.0
5730473,12.0,1,0.8,0.33,0.0
4062715,12.0,1,,,
30604168,10.0,1,1.0,0.92,0.0
25958350,10.0,1,,,
144143829,7.0,1,,,
11118041,11.0,2,1.0,1.0,0.0
6175008,12.0,1,,,
228866004,6.0,4,1.0,1.0,1.0
231073648,6.0,1,0.0,0.0,3.0
4335610,12.0,1,1.0,0.33,0.0
5819629,12.0,1,1.0,0.98,0.0
229540193,6.0,4,0.88,1.0,1.0
88006823,8.0,1,,,
14131287,11.0,2,0.9,1.0,0.0
234316651,6.0,1,0.67,0.92,1.0
103986066,8.0,1,1.0,1.0,0.0
234471211,6.0,1,1.0,1.0,1.0
126883268,8.0,2,,,
234480244,6.0,1,,,
21630783,10.0,100,0.88,0.3,2.0
234504360,6.0,1,1.0,1.0,1.0
12327781,11.0,14,1.0,0.85,0.0
11454741,11.0,1,,,
40031510,9.0,3,1.0,0.99,0.0
231644964,6.0,2,,,
19766635,10.0,1,1.0,0.8,0.0
16490730,11.0,1,,1.0,
12987205,11.0,1,1.0,0.8,0.0
884924,13.0,1,,,
42286491,9.0,1,1.0,0.5,0.0
108711230,8.0,28,1.0,0.99,2.0
11826656,11.0,1,,,
416301,14.0,1,1.0,0.11,0.0
15953320,11.0,1,,,
74498189,9.0,1,,,
70923652,9.0,1,,,
232246102,6.0,1,,1.0,
80522901,8.0,1,,0.88,
17747325,10.0,1,,,
63125288,9.0,1,,,
161163121,7.0,1,1.0,0.67,0.0
159363057,7.0,1,,,
98498558,8.0,10,,1.0,
98498558,8.0,10,,1.0,
98498558,8.0,10,,1.0,
138520985,7.0,1,,0.89,
6914305,12.0,1,1.0,,0.0
1396321,13.0,2,1.0,1.0,0.0
231058799,6.0,1,,,
17881874,9.0,1,,,
83450607,8.0,1,,,
6595743,12.0,1,1.0,1.0,0.0
6190563,12.0,2,1.0,0.85,0.0
2809610,12.0,1,1.0,1.0,0.0
154051,14.0,1,1.0,0.97,0.0
231820626,6.0,2,1.0,1.0,1.0
1112584,13.0,167,0.95,0.79,2.0
5093355,12.0,1,,,
4621821,12.0,1,,,
4502792,12.0,3,1.0,1.0,0.0
190270515,7.0,4,1.0,1.0,0.0
190270515,7.0,4,1.0,1.0,0.0
190270515,7.0,4,1.0,1.0,0.0
190270515,7.0,4,1.0,1.0,0.0
119422083,8.0,1,0.93,0.73,0.0
16653687,11.0,15,,0.62,
59166112,9.0,1,,0.67,
7016704,11.0,1,1.0,1.0,0.0
189375132,7.0,1,,,
48075329,9.0,1,,1.0,
21813003,10.0,1,1.0,1.0,0.0
61434472,9.0,1,,,
87704302,8.0,1,1.0,1.0,0.0
235023690,6.0,1,1.0,0.25,0.0
9279350,11.0,1,,,
107480504,8.0,1,1.0,0.98,0.0
232519535,6.0,2,,0.15,
19584785,10.0,1,,0.93,
189288307,7.0,1,,,
25260160,10.0,1,1.0,0.6,0.0
235436368,6.0,3,,,
22672252,10.0,1,,1.0,
13013633,11.0,61,0.99,0.97,2.0
50978178,9.0,394,0.88,0.99,2.0
34134036,10.0,1,,,
39686739,9.0,1,1.0,0.83,0.0
10724097,11.0,1,,,
50978178,9.0,394,0.88,0.99,2.0
50978178,9.0,394,0.88,0.99,2.0
50978178,9.0,394,0.88,0.99,2.0
235162640,6.0,1,,,
235180596,6.0,1,1.0,0.83,0.0
128597405,8.0,1,,,
85670754,8.0,1,,1.0,
219494823,6.0,1,0.5,0.0,3.0
231782488,6.0,10,1.0,1.0,1.0
231782488,6.0,10,1.0,1.0,1.0
231782488,6.0,10,1.0,1.0,1.0
15365903,11.0,2,1.0,0.98,0.0
18892611,10.0,1,,,
235698561,6.0,1,1.0,0.88,1.0
50978178,9.0,394,0.88,0.99,2.0
50978178,9.0,394,0.88,0.99,2.0
50978178,9.0,394,0.88,0.99,2.0
74478768,9.0,1,,,
50978178,9.0,394,0.88,0.99,2.0
71067983,9.0,1,,0.6,
32092377,10.0,1,,1.0,
1646944,13.0,20,1.0,0.98,0.0
195605502,7.0,14,1.0,1.0,2.0
71504136,9.0,3,1.0,1.0,0.0
30457789,10.0,1,,,
22156366,10.0,1,,,
9500598,11.0,1,,,
235396447,6.0,1,1.0,1.0,1.0
235395970,6.0,1,1.0,1.0,1.0
402191311,4.0,66,,,
4242285,12.0,1,,0.63,
29218722,10.0,1,1.0,0.0,0.0
20328331,10.0,1,1.0,1.0,0.0
37578828,9.0,1,1.0,0.71,0.0
232932411,6.0,1,,,
50978178,9.0,394,0.88,0.99,2.0
62159853,9.0,1,1.0,0.93,0.0
117504376,8.0,1,1.0,0.92,0.0
97063327,8.0,1,1.0,1.0,0.0
236055340,6.0,1,1.0,0.0,0.0
17378388,10.0,1,,,
48126291,9.0,1,,0.67,
82538734,8.0,1,,,
58439031,9.0,1,,,
10449333,11.0,1,,,
73079692,9.0,1,,,
237847245,6.0,1,,,
237902785,6.0,1,,1.0,
18710797,10.0,1,1.0,0.83,0.0
33279816,10.0,1,1.0,0.18,0.0
290662,14.0,1,1.0,0.86,0.0
28691946,10.0,1,,,
232363716,6.0,1,1.0,0.88,1.0
489010956,2.0,46,,,
236236891,6.0,1,1.0,0.99,1.0
231671321,6.0,1,,,
6151368,12.0,1,,,
10805305,11.0,1,1.0,1.0,0.0
233174805,6.0,1,,,
263319300,6.0,6,1.0,1.0,1.0
38027001,9.0,1,,,
6442978,12.0,2,1.0,0.97,0.0
16859996,11.0,1,1.0,1.0,0.0
238019759,6.0,4,,,
238019759,6.0,4,,,
238019759,6.0,4,,,
238019759,6.0,4,,,
238030349,6.0,1,,,
25503002,10.0,1,,1.0,
17840604,10.0,1,,,
12046877,11.0,2,1.0,0.94,0.0
233306602,6.0,1,1.0,0.7,0.0
23742858,10.0,1,,1.0,
36974531,9.0,1,,,
5182625,12.0,1,1.0,1.0,0.0
236328677,6.0,1,,,
236341162,6.0,1,0.82,0.39,0.0
12252625,11.0,1,1.0,1.0,0.0
6603311,12.0,1,,,
29699590,10.0,1,1.0,1.0,0.0
108711230,8.0,28,1.0,0.99,2.0
14669797,11.0,1,,1.0,
239701942,6.0,1,,,
228282543,6.0,18,1.0,0.82,2.0
6619907,12.0,2,1.0,1.0,0.0
33312324,10.0,3,1.0,0.96,0.0
192984116,7.0,1,,,
16602661,11.0,1,,,
238265160,6.0,1,1.0,1.0,1.0
7608379,11.0,35,0.83,1.0,2.0
129874916,8.0,1,,0.77,
239789564,6.0,1,,,
5794979,12.0,1,,,
212388095,6.0,1,1.0,0.81,0.0
238287156,6.0,1,,0.5,
195669317,7.0,1,,,
965945,13.0,1,,,
73725073,9.0,1,,,
12786412,11.0,1,,0.86,
134389437,8.0,1,1.0,0.97,0.0
108711230,8.0,28,1.0,0.99,2.0
204676056,6.0,19,1.0,1.0,2.0
204676056,6.0,19,1.0,1.0,2.0
176527828,7.0,12,1.0,0.97,1.0
93591661,8.0,13,1.0,0.92,0.0
236493231,6.0,2,0.83,1.0,1.0
236493231,6.0,2,0.83,1.0,1.0
4583243,6.0,1,,,
13013633,11.0,61,0.99,0.97,2.0
88961787,8.0,1,,,
13076123,11.0,1,,,
236529479,6.0,1,1.0,1.0,1.0
7021494,11.0,1,1.0,0.97,0.0
10258294,11.0,1,,,
20616662,10.0,2,0.9,0.74,0.0
131868831,8.0,2,1.0,0.99,0.0
23614899,10.0,2,1.0,0.63,0.0
218729249,6.0,2,1.0,1.0,1.0
25268962,10.0,1,,1.0,
238483475,6.0,17,1.0,0.99,2.0
238483475,6.0,17,1.0,0.99,2.0
7289415,11.0,2,1.0,1.0,0.0
57243060,9.0,3,1.0,1.0,0.0
238436745,6.0,1,1.0,1.0,1.0
239263130,6.0,4,1.0,1.0,1.0
191040088,7.0,1,,,
239928197,6.0,1,0.9,1.0,1.0
6221525,9.0,1,,0.0,
6012581,12.0,1,1.0,1.0,0.0
391786120,4.0,4,1.0,1.0,1.0
236927763,6.0,1,,0.5,
237408284,6.0,5,1.0,1.0,1.0
237408284,6.0,5,1.0,1.0,1.0
237408284,6.0,5,1.0,1.0,1.0
237408284,6.0,5,1.0,1.0,1.0
34199521,10.0,1,0.67,0.4,0.0
6076082,12.0,1,,1.0,
18234299,10.0,1,,,
1920550,13.0,1,0.8,0.72,0.0
41594758,9.0,1,1.0,0.33,0.0
24940907,10.0,1,1.0,0.63,0.0
183266055,7.0,1,0.14,0.0,3.0
236780876,6.0,1,1.0,1.0,1.0
3950352,12.0,9,1.0,0.98,0.0
2690702,12.0,1,1.0,0.86,0.0
98951828,8.0,3,,1.0,
10847567,11.0,1,,,
237408284,6.0,5,1.0,1.0,1.0
95389398,8.0,64,1.0,1.0,2.0
217552937,6.0,1,,1.0,
16062283,11.0,2,,,
2919773,12.0,1,,1.0,
74118886,9.0,4,,,
74118886,9.0,4,,,
237151944,6.0,5,0.8,0.98,1.0
237152218,6.0,11,0.83,0.99,1.0
237152218,6.0,11,0.83,0.99,1.0
204676056,6.0,19,1.0,1.0,2.0
199506716,6.0,1,,,
5076268,12.0,1,1.0,0.96,0.0
10008629,11.0,1,,,
155905201,7.0,2,0.8,1.0,0.0
155905201,7.0,2,0.8,1.0,0.0
237016623,6.0,1,,,
51853072,9.0,1,,,
35097511,10.0,1,,,
551568,14.0,1,,,
239263130,6.0,4,1.0,1.0,1.0
36959928,9.0,1,,,
24201332,10.0,2,1.0,0.99,0.0
238887762,6.0,1,1.0,1.0,1.0
69787743,9.0,1,,,
238929306,6.0,1,1.0,1.0,1.0
3546352,12.0,1,,,
26669994,10.0,1,,0.92,
11766802,11.0,1,,,
11121040,11.0,2,,,
7642792,11.0,136,0.98,0.96,2.0
6369490,12.0,1,,,
214822462,6.0,2,1.0,0.97,1.0
214822462,6.0,2,1.0,0.97,1.0
82302214,8.0,1,,0.5,
7738249,11.0,1,,,
35644956,10.0,1,,,
141562010,7.0,1,1.0,0.75,0.0
28685816,10.0,1,1.0,0.7,0.0
4826518,12.0,1,,1.0,
127242385,8.0,2,1.0,0.95,0.0
68849008,9.0,2,1.0,0.84,0.0
4083357,12.0,1,1.0,0.93,0.0
21630783,10.0,100,0.88,0.3,2.0
59199356,9.0,2,1.0,0.93,0.0
17460428,10.0,1,,0.25,
104354102,8.0,1,,,
239263130,6.0,4,1.0,1.0,1.0
77294996,9.0,1,1.0,0.97,0.0
8342428,11.0,1,1.0,0.91,0.0
202480781,6.0,1,,,
32778303,10.0,1,,,
237630246,6.0,1,0.9,0.96,1.0
32222338,10.0,1,1.0,0.94,0.0
20820719,10.0,1,,,
15361493,11.0,1,,,
21630783,10.0,100,0.88,0.3,2.0
1654973,13.0,1,1.0,0.5,0.0
3374747,12.0,1,0.0,0.0,3.0
6851695,12.0,2,,0.0,
183489963,7.0,8,1.0,0.99,0.0
183489963,7.0,8,1.0,0.99,0.0
33336969,10.0,1,,0.5,
10229194,11.0,1,1.0,0.64,0.0
239359901,6.0,1,1.0,0.92,1.0
7082548,11.0,1,,,
159639127,7.0,1,,,
7980776,11.0,1,1.0,0.92,0.0
64925261,9.0,1,,,
183489963,7.0,8,1.0,0.99,0.0
183489963,7.0,8,1.0,0.99,0.0
183489963,7.0,8,1.0,0.99,0.0
183489963,7.0,8,1.0,0.99,0.0
183489963,7.0,8,1.0,0.99,0.0
183489963,7.0,8,1.0,0.99,0.0
116511997,8.0,1,,0.83,
231678035,6.0,1,1.0,0.93,1.0
241895228,6.0,1,1.0,1.0,1.0
241888813,6.0,1,,,
195605502,7.0,14,1.0,1.0,2.0
42883032,9.0,1,,,
35481856,10.0,1,,0.0,
29035154,10.0,1,1.0,0.8,0.0
140097626,7.0,1,1.0,0.77,0.0
3824090,12.0,1,1.0,0.0,0.0
141557602,7.0,1,,,
31142417,10.0,16,1.0,1.0,0.0
39960355,9.0,1,1.0,1.0,0.0
15816868,11.0,1,,,
24313050,10.0,1,,,
240364597,6.0,1,,,
32609518,10.0,1,,,
60982836,9.0,1,,1.0,
59595951,9.0,1,,0.6,
68677513,9.0,1,,,
10630235,11.0,1,1.0,1.0,0.0
46235414,9.0,4,1.0,1.0,0.0
171738296,7.0,1,,1.0,
242061889,6.0,1,1.0,1.0,1.0
96093578,8.0,1,,,
34443396,10.0,1,,0.82,
240565389,6.0,4,1.0,0.94,1.0
205682132,6.0,1,,0.77,
200622971,6.0,2,1.0,1.0,1.0
205989879,6.0,1,1.0,0.91,1.0
243359149,6.0,1,1.0,0.81,0.0
89290323,8.0,2,,1.0,
143039595,7.0,1,,,
98666478,8.0,8,,1.0,
242877240,6.0,1,1.0,0.98,1.0
35641127,10.0,1,0.89,0.68,0.0
16038814,11.0,1,,,
240667580,6.0,1,1.0,0.9,1.0
222449086,6.0,2,,1.0,
17991114,6.0,1,1.0,0.94,1.0
23604291,10.0,1,,1.0,
59552562,9.0,1,,,
240783380,6.0,1,1.0,0.96,1.0
241847349,6.0,1,0.9,0.98,1.0
35676084,10.0,1,,,
985584,13.0,1,,0.88,
49925041,9.0,1,,,
16505362,11.0,1,,,
27087769,10.0,1,,,
19852913,10.0,1,,,
2133318,10.0,1,,,
240796278,6.0,1,1.0,0.97,1.0
174242275,7.0,1,,,
82692625,8.0,2,1.0,1.0,0.0
34113126,10.0,1,,1.0,
102049697,8.0,1,1.0,1.0,0.0
243739677,6.0,1,1.0,,3.0
5355008,12.0,1,,1.0,
17471683,10.0,1,1.0,1.0,0.0
4002815,12.0,1,1.0,0.76,0.0
240824689,6.0,1,,1.0,
240967609,6.0,1,1.0,0.97,1.0
133773656,8.0,1,0.0,0.67,3.0
47201750,9.0,2,1.0,1.0,0.0
30410001,10.0,1,0.0,0.0,3.0
